Tanggal Pemesanan,No. Transaksi,ID Produk,ID Kustomer,Nama Kustomer,Segmentasi,Kota,Provinsi,Negara,Kategori Produk,Sub Kategori Produk,Nama Produk, Harga Satuan,Kuantitas, Total Penjualan,Metode Pembayaran,Metode Pengiriman, Profit,,Question
1/21/2023,ELX606110,EP91941,CE7495,Niyaga Pudjiastuti,Home Office,Bekasi,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 16.368.793 ,3, Rp 49.106.379 ,QRIS,JNE, Rp 7.793.074 ,,
7/6/2024,ELX606111,EP19520,CE2308,Ibrani Wasita,Corporate,Malang,Jawa Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 24.617.640 ,3, Rp 73.852.920 ,QRIS,J&T, Rp 7.174.093 ,,
10/20/2024,ELX606112,EP82614,CE9551,Puput Usamah,Corporate,Yogyakarta,Yogyakarta,Indonesia,Networking,Router,TP-Link Deco M5, Rp 16.686.865 ,1, Rp 16.686.865 ,QRIS,AnterAja, Rp 2.673.671 ,,
7/6/2024,ELX606113,EP89921,CE5976,Rahmi Sitorus,Corporate,Tanjung Selor,Kalimantan Timur,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 13.095.513 ,3, Rp 39.286.539 ,Debit,Grab, Rp 2.501.064 ,,
4/9/2024,ELX606114,EP99518,CE1238,Bahuwirya Padmasari,Consumer,Bone,Sulawesi Selatan,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 16.174.993 ,3, Rp 48.524.979 ,QRIS,SiCepat, Rp 9.255.112 ,,
10/13/2023,ELX606115,EP41118,CE4365,R.M. Upik Usamah,Corporate,Bogor,Jawa Barat,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 11.652.777 ,2, Rp 23.305.554 ,Debit,Ninja Xpress, Rp 3.078.300 ,,
12/23/2024,ELX606116,EP80802,CE6134,"Silvia Laksmiwati, M.M.",Corporate,Tasikmalaya,Jawa Barat,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 395.424 ,3, Rp 1.186.272 ,Cash,Ninja Xpress, Rp 213.426 ,,
4/24/2025,ELX606117,EP68719,CE1706,Tiara Winarno,Consumer,Bima,NTB,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 10.151.610 ,2, Rp 20.303.220 ,QRIS,POS Indonesia, Rp 1.926.365 ,,
11/11/2024,ELX606118,EP29447,CE4265,Dewi Natsir,Consumer,Jakarta Selatan,DKI Jakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 851.569 ,2, Rp 1.703.138 ,Cash,JNE, Rp 319.037 ,,
6/18/2025,ELX606119,EP68290,CE7053,Asman Lazuardi,Consumer,Jakarta Timur,DKI Jakarta,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 22.078.287 ,2, Rp 44.156.574 ,Debit,SiCepat, Rp 6.773.531 ,,
5/2/2023,ELX606120,EP24586,CE8152,Oliva Putra,Home Office,Medan,Sumatera Utara,Indonesia,Aksesori,Keyboard Gaming,Razer BlackWidow, Rp 13.980.843 ,3, Rp 41.942.529 ,QRIS,JNE, Rp 6.010.199 ,,
12/23/2024,ELX606121,EP68796,CE3340,Suci Zulkarnain,Corporate,Penajam,Kalimantan Timur,Indonesia,Smart Home,Air Purifier,Xiaomi Mi Air Purifier, Rp 18.084.320 ,1, Rp 18.084.320 ,Debit,JNE, Rp 1.621.471 ,,
1/19/2025,ELX606122,EP74061,CE7522,"Dinda Farida, M.Farm",Corporate,Jakarta Pusat,DKI Jakarta,Indonesia,Speaker,Bluetooth Speaker,JBL Flip 6, Rp 14.069.923 ,2, Rp 28.139.846 ,Cash,J&T, Rp 5.342.243 ,,
11/20/2025,ELX606123,EP10400,CE2712,Banawa Wasita,Consumer,Jakarta Pusat,DKI Jakarta,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 12.589.779 ,2, Rp 25.179.558 ,Cash,AnterAja, Rp 4.889.886 ,,
11/11/2024,ELX606124,EP33975,CE2302,"Empluk Siregar, S.H.",Home Office,Praya,NTB,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 7.079.502 ,1, Rp 7.079.502 ,QRIS,SiCepat, Rp 1.000.014 ,,
3/9/2023,ELX606125,EP42237,CE3036,Hj. Calista Purwanti,Home Office,Semarang,Jawa Tengah,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 19.584.157 ,1, Rp 19.584.157 ,QRIS,J&T, Rp 2.173.903 ,,
8/22/2024,ELX606126,EP84806,CE8963,"Ir. Farah Nasyidah, S.Ked",Home Office,Makassar,Sulawesi Selatan,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 22.513.884 ,3, Rp 67.541.652 ,QRIS,POS Indonesia, Rp 5.602.304 ,,
6/10/2023,ELX606127,EP64336,CE4224,Cut Suci Mangunsong,Consumer,Bekasi,Jawa Barat,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 23.501.383 ,1, Rp 23.501.383 ,Cash,Gojek, Rp 2.292.745 ,,
11/20/2025,ELX606128,EP56303,CE3242,Agnes Utama,Corporate,Jakarta Pusat,DKI Jakarta,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 1.481.402 ,2, Rp 2.962.804 ,Cash,Grab, Rp 530.704 ,,
10/13/2023,ELX606129,EP37929,CE9304,"Sutan Mahesa Sihotang, S.Kom",Home Office,Yogyakarta,Yogyakarta,Indonesia,Laptop,Gaming,MSI GF63, Rp 7.372.864 ,2, Rp 14.745.728 ,Cash,POS Indonesia, Rp 2.209.703 ,,
5/13/2024,ELX606130,EP38615,CE3427,Aisyah Purnawati,Home Office,Lombok Barat,NTB,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Alva One, Rp 8.908.785 ,1, Rp 8.908.785 ,QRIS,POS Indonesia, Rp 1.295.644 ,,
5/2/2023,ELX606131,EP37885,CE8547,KH. Murti Riyanti,Corporate,Malang,Jawa Timur,Indonesia,Smartphone,Android Phone,Poco X5 Pro, Rp 5.247.043 ,3, Rp 15.741.129 ,Cash,AnterAja, Rp 1.251.984 ,,
4/24/2025,ELX606132,EP74914,CE1743,"Yunita Saptono, S.E.",Corporate,Medan,Sumatera Utara,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 21.743.798 ,3, Rp 65.231.394 ,Debit,POS Indonesia, Rp 9.906.151 ,,
5/13/2024,ELX606133,EP15578,CE2674,Dr. Dinda Kuswoyo,Corporate,Bandung,Jawa Barat,Indonesia,Smart Home,Air Purifier,Xiaomi Mi Air Purifier, Rp 21.599.692 ,1, Rp 21.599.692 ,QRIS,Gojek, Rp 1.917.746 ,,
3/4/2024,ELX606134,EP67195,CE1819,"Irwan Namaga, S.E.",Corporate,Makassar,Sulawesi Selatan,Indonesia,Laptop,Gaming,Lenovo Legion 5, Rp 16.184.090 ,1, Rp 16.184.090 ,Cash,AnterAja, Rp 2.066.560 ,,
11/11/2024,ELX606135,EP75819,CE6706,Imam Sudiati,Corporate,Yogyakarta,Yogyakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 16.189.360 ,3, Rp 48.568.080 ,Debit,Grab, Rp 5.170.047 ,,
4/24/2025,ELX606136,EP56727,CE8273,"Hj. Michelle Wastuti, S.Pt",Home Office,Kutai Barat,Kalimantan Timur,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 14.073.589 ,3, Rp 42.220.767 ,Debit,Grab, Rp 6.340.385 ,,
9/11/2025,ELX606137,EP19496,CE6550,Maria Usamah,Home Office,Surabaya,Jawa Timur,Indonesia,Kamera,Mirrorless,Canon EOS M50, Rp 10.915.242 ,1, Rp 10.915.242 ,Cash,J&T, Rp 1.133.919 ,,
8/12/2023,ELX606138,EP36379,CE3459,Maman Zulaika,Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Laptop,Convertible,HP Pavilion x360, Rp 9.925.391 ,3, Rp 29.776.173 ,QRIS,POS Indonesia, Rp 3.928.202 ,,
7/20/2025,ELX606139,EP36822,CE7512,Ina Suryatmi,Home Office,Surabaya,Jawa Timur,Indonesia,Laptop,Gaming,MSI GF63, Rp 16.445.683 ,1, Rp 16.445.683 ,Cash,Gojek, Rp 2.332.640 ,,
2/8/2025,ELX606140,EP84203,CE3482,"dr. Wage Kusumo, S.Pt",Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Speaker,Bluetooth Speaker,JBL Flip 6, Rp 11.493.680 ,3, Rp 34.481.040 ,Cash,JNE, Rp 6.422.629 ,,
4/1/2023,ELX606141,EP79254,CE1723,Laksana Pertiwi,Consumer,Barru,Sulawesi Selatan,Indonesia,Networking,Router,TP-Link Deco M5, Rp 19.516.801 ,2, Rp 39.033.602 ,Debit,SiCepat, Rp 3.234.170 ,,
12/3/2025,ELX606142,EP17131,CE3730,Adikara Napitupulu,Consumer,Semarang,Jawa Tengah,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 17.064.382 ,1, Rp 17.064.382 ,QRIS,J&T, Rp 2.036.952 ,,
6/10/2023,ELX606143,EP53356,CE7361,"Kiandra Maheswara, S.Kom",Corporate,Deli Serdang,Sumatera Utara,Indonesia,Smart Home,Air Purifier,Xiaomi Mi Air Purifier, Rp 1.062.262 ,1, Rp 1.062.262 ,Cash,Gojek, Rp 64.298 ,,
4/1/2023,ELX606144,EP65053,CE8038,"Hasim Siregar, M.TI.",Home Office,Pematangsiantar,Sumatera Utara,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 22.354.724 ,2, Rp 44.709.448 ,Debit,SiCepat, Rp 6.381.761 ,,
3/4/2024,ELX606145,EP12601,CE2455,Zulaikha Rahimah,Corporate,Jakarta Barat,DKI Jakarta,Indonesia,Laptop,Convertible,HP Pavilion x360, Rp 18.406.617 ,2, Rp 36.813.234 ,Cash,Grab, Rp 6.743.790 ,,
12/23/2024,ELX606146,EP66966,CE9828,Dinda Saragih,Home Office,Yogyakarta,Yogyakarta,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 3.519.941 ,3, Rp 10.559.823 ,QRIS,JNE, Rp 1.810.843 ,,
2/21/2023,ELX606147,EP22482,CE2219,Dt. Yosef Novitasari,Corporate,Tasikmalaya,Jawa Barat,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 8.843.524 ,1, Rp 8.843.524 ,QRIS,JNE, Rp 1.311.076 ,,
11/20/2025,ELX606148,EP24826,CE6986,Rachel Haryanto,Home Office,Depok,Jawa Barat,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 18.097.875 ,2, Rp 36.195.750 ,Debit,Gojek, Rp 5.716.081 ,,
12/3/2025,ELX606149,EP38058,CE3775,"Maida Habibi, S.Pt",Home Office,Deli Serdang,Sumatera Utara,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 22.700.582 ,3, Rp 68.101.746 ,Cash,Ninja Xpress, Rp 12.124.018 ,,
12/3/2025,ELX606150,EP29078,CE6738,"Ami Habibi, S.IP",Home Office,Jakarta Pusat,DKI Jakarta,Indonesia,Speaker,Bluetooth Speaker,JBL Flip 6, Rp 768.547 ,2, Rp 1.537.094 ,Debit,J&T, Rp 202.396 ,,
12/23/2024,ELX606151,EP89419,CE9666,Belinda Nugroho,Consumer,Lombok Barat,NTB,Indonesia,Peralatan Rumah,Freezer,Polytron Chest Freezer, Rp 22.961.511 ,1, Rp 22.961.511 ,Debit,JNE, Rp 4.327.017 ,,
7/20/2025,ELX606152,EP92680,CE8565,Yosef Nasyiah,Corporate,Semarang,Jawa Tengah,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 5.330.035 ,2, Rp 10.660.070 ,Debit,AnterAja, Rp 2.010.314 ,,
8/12/2023,ELX606153,EP47795,CE9530,Dt. Among Dongoran,Consumer,Bekasi,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 18.565.435 ,1, Rp 18.565.435 ,Cash,Grab, Rp 1.348.644 ,,
11/20/2025,ELX606154,EP61066,CE1697,Ir. Niyaga Aryani,Corporate,Surabaya,Jawa Timur,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 6.784.246 ,2, Rp 13.568.492 ,Cash,Gojek, Rp 2.711.352 ,,
9/8/2024,ELX606155,EP94962,CE3659,Jamal Nuraini,Corporate,Yogyakarta,Yogyakarta,Indonesia,Smart Home,Air Purifier,Xiaomi Mi Air Purifier, Rp 23.290.559 ,2, Rp 46.581.118 ,Debit,JNE, Rp 8.398.685 ,,
8/22/2024,ELX606156,EP24332,CE2702,Vera Mandasari,Corporate,Medan,Sumatera Utara,Indonesia,Laptop,Convertible,HP Pavilion x360, Rp 4.065.360 ,3, Rp 12.196.080 ,Cash,SiCepat, Rp 1.064.864 ,,
11/11/2024,ELX606157,EP13498,CE7776,Queen Puspasari,Home Office,Jakarta Barat,DKI Jakarta,Indonesia,Aksesori,Mouse,Logitech MX Master 3, Rp 9.372.424 ,3, Rp 28.117.272 ,Debit,POS Indonesia, Rp 2.693.811 ,,
4/9/2024,ELX606158,EP35833,CE5699,Jaka Mayasari,Consumer,Klungkung,Bali,Indonesia,Smartphone,Android Phone,Poco X5 Pro, Rp 7.582.696 ,3, Rp 22.748.088 ,Cash,SiCepat, Rp 2.858.501 ,,
2/21/2023,ELX606159,EP39154,CE5437,Makuta Lailasari,Home Office,Bogor,Jawa Barat,Indonesia,Laptop,Convertible,HP Pavilion x360, Rp 9.214.961 ,3, Rp 27.644.883 ,QRIS,J&T, Rp 2.327.551 ,,
7/27/2023,ELX606160,EP56489,CE6393,"R.A. Kamila Handayani, S.Gz",Home Office,Bandung,Jawa Barat,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 7.379.417 ,3, Rp 22.138.251 ,Cash,AnterAja, Rp 1.357.385 ,,
8/26/2025,ELX606161,EP65127,CE8114,Dr. Anggabaya Kuswandari,Home Office,Semarang,Jawa Tengah,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 7.255.641 ,1, Rp 7.255.641 ,Cash,JNE, Rp 551.293 ,,
10/20/2024,ELX606162,EP89793,CE2540,Kamaria Anggraini,Home Office,Yogyakarta,Yogyakarta,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 8.740.870 ,3, Rp 26.222.610 ,Debit,JNE, Rp 1.545.455 ,,
7/6/2024,ELX606163,EP48086,CE8250,Nugraha Thamrin,Corporate,Lombok Utara,NTB,Indonesia,Kamera,Mirrorless,Canon EOS M50, Rp 10.133.961 ,2, Rp 20.267.922 ,Debit,Grab, Rp 1.421.314 ,,
8/12/2023,ELX606164,EP46293,CE1181,Naradi Mulyani,Corporate,Surabaya,Jawa Timur,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 12.492.881 ,3, Rp 37.478.643 ,QRIS,J&T, Rp 4.769.757 ,,
9/11/2025,ELX606165,EP41326,CE3026,"drg. Ayu Hastuti, S.IP",Corporate,Sidoarjo,Jawa Timur,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 24.548.460 ,3, Rp 73.645.380 ,Cash,Grab, Rp 11.947.847 ,,
10/22/2025,ELX606166,EP96844,CE5369,Zelda Rajasa,Corporate,Jakarta Pusat,DKI Jakarta,Indonesia,Laptop,Convertible,HP Pavilion x360, Rp 13.901.523 ,1, Rp 13.901.523 ,Debit,SiCepat, Rp 1.146.032 ,,
1/21/2023,ELX606167,EP38709,CE2715,Paris Marbun,Corporate,Bogor,Jawa Barat,Indonesia,Aksesori,Webcam,Logitech Brio Webcam, Rp 15.524.335 ,1, Rp 15.524.335 ,QRIS,Grab, Rp 1.641.072 ,,
8/22/2024,ELX606168,EP73604,CE5594,Tugiman Kuswoyo,Corporate,Singaraja,Bali,Indonesia,Aksesori,Keyboard Gaming,Razer BlackWidow, Rp 22.768.725 ,1, Rp 22.768.725 ,QRIS,JNE, Rp 2.228.312 ,,
5/13/2024,ELX606169,EP21683,CE4173,Empluk Rajasa,Consumer,Surabaya,Jawa Timur,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 13.244.836 ,2, Rp 26.489.672 ,QRIS,POS Indonesia, Rp 3.623.492 ,,
10/13/2023,ELX606170,EP50928,CE2482,"R.A. Jamalia Budiyanto, M.Ak",Corporate,Jakarta Utara,DKI Jakarta,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 12.390.011 ,2, Rp 24.780.022 ,Debit,JNE, Rp 1.712.761 ,,
6/18/2025,ELX606171,EP85518,CE8317,Upik Mansur,Home Office,Makassar,Sulawesi Selatan,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 17.542.647 ,1, Rp 17.542.647 ,Cash,J&T, Rp 2.847.558 ,,
5/2/2023,ELX606172,EP90025,CE4270,Elon Suwarno,Home Office,Samarinda,Kalimantan Timur,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 9.834.224 ,2, Rp 19.668.448 ,Debit,Gojek, Rp 2.470.247 ,,
8/26/2025,ELX606173,EP15108,CE9692,Leo Zulaika,Home Office,Surabaya,Jawa Timur,Indonesia,Aksesori,Mouse,Logitech MX Master 3, Rp 4.267.216 ,3, Rp 12.801.648 ,Debit,SiCepat, Rp 875.578 ,,
11/21/2023,ELX606174,EP61575,CE4154,Cut Ciaobella Ardianto,Home Office,Bima,NTB,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 13.902.779 ,1, Rp 13.902.779 ,Cash,Ninja Xpress, Rp 1.736.194 ,,
8/22/2024,ELX606175,EP56477,CE4078,Hj. Carla Latupono,Consumer,Depok,Jawa Barat,Indonesia,Laptop,Gaming,MSI GF63, Rp 24.991.350 ,3, Rp 74.974.050 ,Debit,Grab, Rp 9.169.418 ,,
10/13/2023,ELX606176,EP70251,CE5049,Tgk. Yuni Lazuardi,Consumer,Jakarta Timur,DKI Jakarta,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 13.745.842 ,3, Rp 41.237.526 ,Debit,SiCepat, Rp 4.627.630 ,,
4/1/2023,ELX606177,EP18258,CE1727,Lembah Mangunsong,Home Office,Medan,Sumatera Utara,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Alva One, Rp 8.912.174 ,1, Rp 8.912.174 ,QRIS,Gojek, Rp 1.654.828 ,,
6/10/2023,ELX606178,EP93651,CE8606,Ismail Napitupulu,Consumer,Surabaya,Jawa Timur,Indonesia,Smartphone,Android Phone,Realme Narzo 50, Rp 5.036.225 ,3, Rp 15.108.675 ,Cash,Grab, Rp 1.091.693 ,,
2/21/2023,ELX606179,EP94228,CE9093,"Putri Prasetyo, S.Pt",Consumer,Bekasi,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 422.614 ,1, Rp 422.614 ,Cash,SiCepat, Rp 46.745 ,,
8/26/2025,ELX606180,EP77644,CE2581,Hj. Kasiyah Rahmawati,Home Office,Bandung,Jawa Barat,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 9.121.437 ,1, Rp 9.121.437 ,Cash,SiCepat, Rp 1.619.247 ,,
6/10/2023,ELX606181,EP84929,CE7381,Zulfa Safitri,Consumer,Jakarta Timur,DKI Jakarta,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 15.513.134 ,2, Rp 31.026.268 ,QRIS,J&T, Rp 2.200.311 ,,
5/2/2023,ELX606182,EP70212,CE2593,Maida Laksita,Consumer,Bogor,Jawa Barat,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 7.259.299 ,3, Rp 21.777.897 ,Debit,POS Indonesia, Rp 1.627.377 ,,
6/10/2023,ELX606183,EP72142,CE2670,Tgk. Salimah Firgantoro,Home Office,Bandung,Jawa Barat,Indonesia,Laptop,Gaming,MSI GF63, Rp 19.895.841 ,3, Rp 59.687.523 ,QRIS,POS Indonesia, Rp 8.090.557 ,,
9/22/2023,ELX606184,EP23192,CE9059,Rudi Narpati,Home Office,Gunung Sitoli,Sumatera Utara,Indonesia,Kamera,Mirrorless,Canon EOS M50, Rp 23.787.529 ,2, Rp 47.575.058 ,QRIS,J&T, Rp 7.807.781 ,,
8/26/2025,ELX606185,EP43370,CE2763,Bella Suryono,Corporate,Bandung,Jawa Barat,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 17.888.959 ,2, Rp 35.777.918 ,Debit,SiCepat, Rp 5.052.000 ,,
3/20/2025,ELX606186,EP32052,CE2743,Yance Pratiwi,Consumer,Tenggarong,Kalimantan Timur,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 8.686.434 ,2, Rp 17.372.868 ,QRIS,Gojek, Rp 3.339.876 ,,
4/9/2024,ELX606187,EP97688,CE7499,"Dr. Eja Suryono, M.Pd",Corporate,Surabaya,Jawa Timur,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 20.704.498 ,2, Rp 41.408.996 ,Cash,POS Indonesia, Rp 3.718.898 ,,
5/2/2023,ELX606188,EP10274,CE5745,Omar Pranowo,Consumer,Bekasi,Jawa Barat,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 16.548.881 ,1, Rp 16.548.881 ,QRIS,Grab, Rp 995.245 ,,
11/21/2023,ELX606189,EP73597,CE6061,"Ciaobella Susanti, S.H.",Home Office,Depok,Jawa Barat,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 3.307.862 ,1, Rp 3.307.862 ,Cash,J&T, Rp 461.708 ,,
6/18/2025,ELX606190,EP42644,CE2591,Juli Purnawati,Home Office,Praya,NTB,Indonesia,Kamera,Mirrorless,Canon EOS M50, Rp 20.265.411 ,1, Rp 20.265.411 ,Cash,JNE, Rp 2.844.621 ,,
12/23/2024,ELX606191,EP18774,CE9610,Carla Laksita,Consumer,Depok,Jawa Barat,Indonesia,Tablet,Android Tablet,Samsung Galaxy Tab S8, Rp 22.136.242 ,3, Rp 66.408.726 ,Cash,J&T, Rp 8.590.198 ,,
5/2/2023,ELX606192,EP80022,CE3362,Yosef Salahudin,Home Office,Makassar,Sulawesi Selatan,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 17.150.196 ,1, Rp 17.150.196 ,QRIS,J&T, Rp 898.352 ,,
12/3/2025,ELX606193,EP42716,CE8964,Maria Hutapea,Corporate,Semarang,Jawa Tengah,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Gesits, Rp 14.151.267 ,2, Rp 28.302.534 ,QRIS,POS Indonesia, Rp 5.332.395 ,,
11/20/2025,ELX606194,EP83833,CE3341,Bahuraksa Latupono,Corporate,Surabaya,Jawa Timur,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 4.231.213 ,2, Rp 8.462.426 ,Cash,POS Indonesia, Rp 956.791 ,,
2/21/2023,ELX606195,EP10263,CE6219,Puti Farida,Corporate,Surabaya,Jawa Timur,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 10.041.678 ,1, Rp 10.041.678 ,Cash,JNE, Rp 1.467.883 ,,
12/23/2024,ELX606196,EP48779,CE4132,Gaman Mardhiyah,Home Office,Medan,Sumatera Utara,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 23.245.658 ,2, Rp 46.491.316 ,QRIS,AnterAja, Rp 8.345.791 ,,
7/6/2024,ELX606197,EP43578,CE7061,Hj. Raisa Marpaung,Home Office,Jakarta Selatan,DKI Jakarta,Indonesia,Networking,Router,Tenda Nova MW3, Rp 3.380.453 ,3, Rp 10.141.359 ,Cash,Gojek, Rp 1.775.558 ,,
2/21/2023,ELX606198,EP37724,CE6418,Cinta Hutagalung,Consumer,Jakarta Selatan,DKI Jakarta,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 389.181 ,2, Rp 778.362 ,QRIS,POS Indonesia, Rp 105.495 ,,
4/1/2023,ELX606199,EP34379,CE3677,"R.M. Raditya Wahyudin, M.Farm",Corporate,Padang Sidempuan,Sumatera Utara,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 16.039.541 ,2, Rp 32.079.082 ,QRIS,J&T, Rp 5.393.438 ,,
5/2/2023,ELX606200,EP10942,CE7282,Mursita Nashiruddin,Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 24.562.731 ,3, Rp 73.688.193 ,QRIS,JNE, Rp 10.493.177 ,,
6/18/2025,ELX606201,EP44498,CE9872,Koko Purnawati,Consumer,Garut,Jawa Barat,Indonesia,Tablet,Android Tablet,Samsung Galaxy Tab S8, Rp 22.337.745 ,2, Rp 44.675.490 ,Debit,Ninja Xpress, Rp 7.762.361 ,,
2/21/2023,ELX606202,EP13880,CE4559,Michelle Palastri,Corporate,Jakarta Pusat,DKI Jakarta,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 12.440.694 ,3, Rp 37.322.082 ,Cash,Ninja Xpress, Rp 5.472.068 ,,
7/27/2023,ELX606203,EP64815,CE3287,R.A. Aisyah Hardiansyah,Corporate,Jakarta Utara,DKI Jakarta,Indonesia,Smartphone,Android Phone,Realme Narzo 50, Rp 21.953.122 ,2, Rp 43.906.244 ,Debit,AnterAja, Rp 7.016.457 ,,
8/12/2023,ELX606204,EP58960,CE9092,Muni Yuniar,Home Office,Medan,Sumatera Utara,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 7.867.660 ,1, Rp 7.867.660 ,Cash,JNE, Rp 882.891 ,,
3/9/2023,ELX606205,EP53942,CE5552,Hamzah Andriani,Home Office,Medan,Sumatera Utara,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 22.260.551 ,2, Rp 44.521.102 ,Debit,SiCepat, Rp 3.902.309 ,,
4/24/2025,ELX606206,EP37404,CE6959,Teddy Tamba,Consumer,Bandung,Jawa Barat,Indonesia,Peralatan Rumah,Kulkas,Samsung Refrigerator 2-Door, Rp 22.210.718 ,1, Rp 22.210.718 ,Cash,J&T, Rp 1.618.445 ,,
8/26/2025,ELX606207,EP38753,CE9368,Vega Wulandari,Corporate,Sragen,Jawa Tengah,Indonesia,Smart Home,Air Purifier,Xiaomi Mi Air Purifier, Rp 17.334.428 ,3, Rp 52.003.284 ,Debit,POS Indonesia, Rp 9.835.607 ,,
5/24/2025,ELX606208,EP24402,CE5751,"Fathonah Usada, M.M.",Consumer,Solo,Jawa Tengah,Indonesia,Smartphone,Android Phone,Samsung Galaxy S21, Rp 9.877.925 ,1, Rp 9.877.925 ,Cash,Grab, Rp 1.344.425 ,,
3/4/2024,ELX606209,EP37562,CE3212,Baktiono Pradana,Corporate,Semarang,Jawa Tengah,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 4.023.193 ,2, Rp 8.046.386 ,Debit,SiCepat, Rp 614.436 ,,
7/27/2023,ELX606210,EP54022,CE3339,Umay Santoso,Home Office,Bekasi,Jawa Barat,Indonesia,Smartphone,Android Phone,Samsung Galaxy S21, Rp 22.839.492 ,2, Rp 45.678.984 ,Cash,J&T, Rp 9.108.425 ,,
3/9/2023,ELX606211,EP78180,CE4840,Tirta Puspita,Consumer,Yogyakarta,Yogyakarta,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 15.981.076 ,3, Rp 47.943.228 ,Debit,Ninja Xpress, Rp 6.301.232 ,,
8/12/2023,ELX606212,EP17879,CE8324,Karya Kusumo,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Networking,Router,Tenda Nova MW3, Rp 14.118.376 ,1, Rp 14.118.376 ,Cash,SiCepat, Rp 1.947.209 ,,
